Location,Country,Category,Visitors,Rating,Revenue,Accommodation_Available
DGvLjXcJdR,Egypt,Historical,409084,3.14,699550.18,Yes
XfcARdNxeY,Egypt,Beach,62943,1.81,427620.21,Yes
BmlGAQVoNQ,India,Urban,158364,2.01,565933.23,No
nMzybkuqHz,Australia,Beach,321811,4.03,171877.08,No
YfOVBkVIsu,USA,Urban,303579,2.14,268385.03,No
FGTwDQdRJQ,USA,Historical,59172,4.53,64998.8,No
KYvdhgWUAm,Australia,Beach,231982,4.55,292556.03,Yes
iTTZDgYMPj,China,Cultural,150753,2.13,361180.08,No
tAKaTRSNzb,France,Beach,276226,2.82,926233.39,No
ToWQWfadxI,Australia,Nature,249969,4.75,694397.03,No
FIhgYxlKEl,Australia,Historical,281998,4.89,156733.68,No
DYpZvLSOip,Australia,Cultural,832689,2.65,595738.13,Yes
NBiwmXrOmO,Egypt,Beach,876485,4.95,667854.78,No
YqjEyPDTpF,Brazil,Urban,811563,1.8,813658.0,No
NaRYgkyqYe,Australia,Beach,268059,1.4,596139.07,No
NAymlklfmt,Egypt,Historical,863834,1.07,797894.74,Yes
oCqiXZxRrL,USA,Urban,780608,4.04,907164.54,No
YuMpyWooiv,France,Cultural,471127,3.5,239840.88,No
eMebrNarfr,China,Beach,951673,2.24,801085.73,No
AmsxENePwv,Egypt,Beach,674982,2.27,529643.27,Yes
sQsZLrxhuP,USA,Urban,41022,4.67,42735.58,No
eLaqLFPTFh,Australia,Beach,945524,1.55,420609.84,No
wXidvNDFiY,Egypt,Cultural,597958,3.85,126371.98,Yes
SRAiWmBfuh,Egypt,Adventure,698242,1.09,554228.29,No
ToXeyzKhDU,France,Cultural,568058,2.29,679008.32,No
JooNUYQnGj,USA,Beach,704917,4.72,234168.69,Yes
pjwEiZukJK,France,Historical,989029,4.56,895679.12,No
wqnoxxkWWK,China,Historical,915849,1.36,849847.47,No
WhuAmNAuwL,France,Historical,102666,2.21,62967.05,Yes
ktrUWDzEqG,France,Beach,160813,4.52,295057.75,No
GwCLuYReaa,USA,Nature,953820,2.11,835194.87,Yes
qUplojUKrY,France,Historical,755654,4.93,804004.98,No
pByVeoYVUI,India,Urban,861621,2.36,470424.53,No
mKVLWXoAuv,India,Historical,131025,4.07,859074.6,Yes
WYBDTWdtug,Australia,Urban,552640,1.25,950139.6,No
emMbdCSuRt,Brazil,Historical,826567,4.93,36786.77,Yes
zXYULmJAwO,Egypt,Cultural,924294,4.96,550383.56,Yes
MjKYzHAczQ,Australia,Historical,359287,2.39,514878.99,No
svlQlAzZcA,India,Nature,259686,4.95,606788.15,No
GIcPoopvgT,France,Urban,654571,1.76,681857.52,Yes
EXXzxWiySC,Australia,Historical,617504,1.17,906890.96,Yes
ZZseuKvkwm,USA,Beach,17105,4.09,884382.19,Yes
sVldoBhBCH,Egypt,Historical,454440,2.69,676135.7,No
aiOBLbMIUg,France,Historical,354213,3.17,767536.95,Yes
HfMxkYAtuH,Australia,Cultural,760320,3.19,135791.29,Yes
zIbfQJJGPf,Brazil,Cultural,757437,3.76,753516.05,Yes
PGalJAoJhZ,India,Cultural,452856,1.95,334205.7,No
KSiViolWMr,India,Urban,193022,3.9,554675.95,Yes
pwDBDQAZCe,USA,Adventure,865935,3.11,648829.7,Yes
JVMzfWlwSk,India,Adventure,960456,3.51,340710.33,No
wiKrjvBtuK,Brazil,Urban,610746,4.13,996481.73,No
YgaDyEbrXT,China,Beach,747065,2.36,571684.68,No
JSqwekqmXM,Egypt,Historical,442965,3.13,291518.58,No
dybraelkSh,Brazil,Urban,14214,4.6,566631.52,No
zlfEuCvlbS,India,Cultural,119053,3.48,631400.65,Yes
FhaJaEGgdD,Egypt,Cultural,434809,2.67,704650.69,No
GIBEEqmOsF,China,Beach,611207,3.91,897523.32,No
nTxWuoZChp,Egypt,Historical,363122,3.32,868789.52,Yes
CxjLYgilmM,USA,Urban,210966,2.43,996589.66,Yes
ZiySNvMnkN,India,Beach,381752,2.28,911029.39,No
EyblEaICoV,Australia,Urban,962565,1.13,709538.6,No
OjEKZonnAR,China,Nature,73490,4.38,274594.78,No
cEGvYRQJJB,Egypt,Urban,434367,4.3,256421.52,Yes
GaaxBjZsJb,Egypt,Urban,87491,4.23,299985.37,Yes
vdvkDgCIoN,China,Nature,932899,1.32,998312.13,Yes
NMieVwfgFk,India,Adventure,529319,4.25,948963.8,Yes
sYZhBCgRAA,Egypt,Beach,208837,2.06,280918.79,Yes
CNvjWDbUwy,France,Adventure,884680,1.79,641937.45,Yes
XvJNVUbgXH,Egypt,Historical,500167,2.91,405379.11,Yes
PNzyMeAGcb,India,Historical,513656,3.31,917759.09,Yes
yCzGAvlCcN,Brazil,Cultural,321560,4.66,873405.29,Yes
iuaSNpXXIU,Egypt,Cultural,829225,4.35,811599.1,Yes
IVjCeONkfc,Brazil,Adventure,867490,3.5,186032.5,No
iHcADXbKhJ,Australia,Cultural,435871,1.92,107225.49,Yes
BZhLyOufnO,India,Cultural,621210,2.89,457106.92,Yes
BznaEwHmRf,USA,Urban,980381,3.69,727782.07,Yes
XdWLAJXdwb,India,Urban,354945,3.48,17408.75,No
TCJLBAhWPM,China,Historical,349029,3.73,540950.52,Yes
nXGlULyKUX,Australia,Adventure,341649,4.42,144208.99,Yes
rSBeruDYBt,Egypt,Nature,329859,3.74,77294.34,Yes
CaXwZeiRmH,USA,Beach,929387,2.29,42090.32,Yes
MxLjdcgBts,Brazil,Historical,855140,1.91,705526.47,Yes
vhiYcTCjlN,USA,Urban,175012,4.19,777873.55,Yes
cNTFnNFZwh,Egypt,Beach,46327,4.0,921585.53,No
uoUrIpjPSz,Egypt,Adventure,155468,4.97,317039.88,Yes
VcWvuKwjWo,India,Historical,299671,4.16,850313.98,Yes
VswIExSRYO,Australia,Beach,558041,4.7,198993.04,Yes
gcMzdEmvlY,Egypt,Cultural,607015,4.17,415511.96,Yes
CbNVzIkitH,USA,Cultural,657486,2.65,497947.21,No
uHwkTpPUWM,Brazil,Adventure,884246,2.62,412675.95,No
VhholRKjdA,India,Beach,419050,2.69,344318.97,No
xoYgtJvbtd,France,Nature,701187,2.97,264784.79,No
yQPhbLRwTs,France,Historical,606490,3.02,357914.14,No
besjCULUZH,France,Beach,332726,1.27,214584.77,Yes
EhCaGWimln,France,Historical,250553,1.1,407370.13,Yes
GHwbsteGew,Australia,Urban,547403,1.74,902819.95,No
JsQpHFozqn,China,Cultural,128768,3.85,889777.53,Yes
IHIPbjVmku,USA,Adventure,149344,2.38,931973.34,Yes
xtqLDPDbIC,France,Urban,339258,2.22,561082.47,No
AVKWBSHBLu,Australia,Cultural,866276,4.44,848488.26,No
oCDZWCIxSy,China,Cultural,408435,3.16,371843.49,No
RXGGEzEocd,Australia,Beach,592083,4.27,678314.23,No
PTEbpUCJnR,India,Cultural,733735,2.83,807890.48,Yes
qciZfzuwvH,China,Beach,305003,2.73,545653.82,No
jBzWlzflRx,Egypt,Cultural,14019,4.23,337337.22,No
CtZmuSWfGR,Brazil,Historical,806876,4.53,764593.88,No
BxgPtOtfIH,India,Nature,594900,1.9,972807.95,No
lakFadVqmp,USA,Adventure,897645,3.48,795000.88,No
MGxEoDjqdy,Egypt,Cultural,179040,1.3,896901.2,No
fMBSNLJCRy,USA,Nature,962581,1.72,973268.42,Yes
TrMZuSAmRB,India,Urban,548801,2.21,291701.22,No
GlePaqZQFC,China,Historical,369156,2.57,871100.28,No
ddlLcfoPfA,Brazil,Adventure,879872,1.44,487593.99,No
DfsRNrIkYM,Brazil,Cultural,640385,3.46,609432.67,No
MQwnsWUdaW,Australia,Historical,986957,1.19,487793.79,Yes
QhLEffniYx,India,Adventure,482703,3.81,214090.47,Yes
qgPxmUNInz,Egypt,Cultural,376806,3.58,435533.12,No
nioVHBpesk,China,Beach,224371,1.48,286254.99,Yes
zjMDiQuXTQ,Australia,Cultural,846882,1.5,140312.63,Yes
HpdZycbqdX,India,Beach,171770,4.55,948803.09,Yes
YextWOGoWs,China,Beach,628668,4.98,220995.38,Yes
IVkZzUdKkK,USA,Beach,581162,3.47,947687.56,Yes
CsFDHNSktY,India,Beach,38463,1.93,734547.54,No
YbeFAXOQWn,Egypt,Historical,779792,1.67,643058.49,Yes
zlRcqvizPc,Brazil,Adventure,48798,1.44,624579.01,No
BGFkbDXUbK,India,Urban,482256,4.35,652678.53,Yes
BhVEbxPkZl,France,Nature,172834,2.57,981568.87,No
AImWodVzsL,Australia,Cultural,297944,3.39,322921.22,No
iKAggAhkxN,Australia,Cultural,614222,2.56,350762.88,Yes
MkuDdcuLRv,Brazil,Urban,909305,2.45,557692.69,Yes
ydzSzOXaTU,Brazil,Urban,114114,3.89,965182.9,No
AvLnzRRXlY,China,Cultural,760583,2.44,223118.94,No
dSNlfRnCbC,Egypt,Cultural,323517,1.29,466771.15,No
IvMKTrlXEY,Brazil,Cultural,120795,4.88,144401.68,Yes
EEZNWmbEgb,France,Nature,201300,1.43,706353.32,Yes
VqFyHnjePH,India,Cultural,864987,4.64,510992.66,No
fOyGtbUJuH,USA,Beach,559304,4.99,913431.07,Yes
WsmrKDzpuf,Australia,Adventure,776746,1.08,35789.66,No
OOzkAAzhib,Egypt,Adventure,884393,1.97,930728.33,No
EGEdBKDzNa,Egypt,Adventure,408500,1.21,791572.89,No
FhEUhSJKCN,China,Nature,855384,2.69,224449.15,No
idCHrEjGXq,Egypt,Nature,339645,4.1,186403.62,No
NmYHmyhFWV,Brazil,Beach,574773,4.34,563492.41,Yes
qLAgmSllOj,India,Beach,353246,1.06,387473.37,No
HewCilvGqd,India,Beach,254468,2.58,697828.64,No
eXAaDRkmQh,Egypt,Beach,888614,2.42,842657.12,No
iAmDsFkPtO,India,Urban,90394,4.38,743223.65,Yes
IcuJXZRJjo,Egypt,Adventure,375656,2.2,995398.33,Yes
jnrnLQCkHt,USA,Adventure,781927,4.7,240821.18,No
VdXvUtRLbo,France,Nature,984514,4.11,455614.06,Yes
HRjbjQJHTO,India,Urban,875053,2.54,33438.04,No
bheArFqVoI,Australia,Nature,366658,3.49,544090.64,No
TMNrmeBUDp,USA,Nature,796818,1.91,664382.69,No
wDslfVKypQ,Egypt,Cultural,235153,4.1,570596.87,Yes
NeLlhCUsfT,Australia,Adventure,980889,2.57,937297.38,No
LdDqWbgvaK,India,Beach,63930,1.93,124489.65,Yes
bcmvnxzORv,Brazil,Nature,87785,3.87,196620.14,Yes
uEXpyGBXvC,China,Adventure,887431,2.61,251871.21,No
rLazVTwbtT,France,Historical,705441,1.42,217614.33,No
GLEWtZYJYU,India,Historical,988698,3.08,914923.38,Yes
mRiBcjOpxa,India,Cultural,165761,3.91,443083.94,No
KQysIqeKBO,Australia,Cultural,876577,2.81,973173.7,Yes
JiqoYJpUdh,Egypt,Beach,58123,1.6,640274.44,Yes
wfTTkPuoha,China,Historical,398768,1.26,320761.47,No
HjCyfwWeoU,India,Historical,833124,1.57,534168.63,No
xelsvkCuPa,Brazil,Historical,131017,1.35,21867.18,Yes
WucTsyeIfN,China,Beach,977276,4.37,15674.81,No
bRSFIPTUwZ,China,Cultural,796608,3.48,376668.19,Yes
DTRwrRzAxP,India,Cultural,162443,1.71,481425.73,No
FiuMOUMYDm,France,Nature,354680,3.43,971694.46,Yes
PhPuXhvmry,China,Beach,331687,2.49,73101.71,Yes
JwFDbvVqPH,Egypt,Cultural,970483,2.64,797294.91,Yes
BknxLPQkss,USA,Urban,785125,3.72,603516.14,Yes
XQlRfyZNEA,France,Adventure,835112,1.28,644808.12,Yes
ESSSRJjnnH,China,Beach,230648,1.8,784782.63,No
rxuDjcSBSS,USA,Historical,966127,3.54,501814.55,Yes
SkcLuMNGEF,Brazil,Beach,369187,4.96,330390.35,Yes
TOssLSXQpo,China,Urban,43069,1.63,316272.99,No
jQFCXgKQGh,Brazil,Nature,244541,3.97,419503.92,No
QyxwmhrOAo,China,Cultural,56849,3.69,596880.41,Yes
fQGxdfjCts,India,Nature,615522,2.34,996734.96,No
MCbXPLGeoS,China,Cultural,88714,3.7,338648.14,No
KJWQjSwWes,France,Beach,200285,4.92,808729.59,No
hyygbIIhLx,Egypt,Adventure,422992,3.65,513545.64,No
zWbKTRvzFR,China,Adventure,894163,1.5,133423.29,Yes
RbmCClMuNK,China,Adventure,853229,3.64,720210.49,Yes
cWhSRlXsJI,USA,Nature,525214,4.93,318425.98,No
aEGwuPoIZj,Brazil,Historical,19256,3.28,353248.02,Yes
VmynvzoIlh,Egypt,Beach,897237,3.6,132405.32,Yes
mGhSrrehkX,Egypt,Adventure,507853,1.08,31708.65,Yes
UHqrxvpHmD,Brazil,Beach,252789,2.86,292648.18,Yes
jWSPgWKMXL,France,Historical,729632,3.82,305345.09,No
FZrfEeWufe,Australia,Urban,688860,4.1,432685.26,Yes
ykNdVyQgPJ,China,Historical,899163,1.56,674215.25,No
nSzIzRJRGO,India,Beach,601027,3.12,875044.86,Yes
PwldvStvcW,Australia,Urban,917433,2.27,344283.15,No
iHLGJmagyq,Australia,Nature,548608,3.42,934659.94,No
jysHKUZEtP,China,Adventure,891464,3.79,689488.13,Yes
PBZixsfyJD,India,Historical,819390,1.97,744763.71,No
pTfFTKUGRl,USA,Beach,72561,4.17,980091.81,Yes
XAaDJeMfck,Australia,Nature,858033,1.42,244330.72,No
DRsBmLouXd,France,Adventure,103595,3.15,292316.26,Yes
QJCsxnEqEK,India,Adventure,848980,1.76,869318.64,Yes
JKQtkdMKEH,Egypt,Urban,296640,5.0,706311.12,No
dCYySYDNxt,Egypt,Historical,398243,3.51,925474.6,Yes
OEKfNTRoUa,Australia,Historical,169109,2.83,193368.62,Yes
BTQPIxqUjt,France,Historical,828636,1.63,625934.05,Yes
wAHwJAhTUU,Egypt,Beach,430522,2.06,412450.41,No
sLhtAPJOSU,Australia,Adventure,944098,1.58,90942.79,No
rcmpjwIVqa,India,Cultural,384689,2.12,399660.24,No
jaiLHRDHIG,Australia,Nature,638685,2.53,866348.94,Yes
jhmlsKyivk,France,Historical,728086,2.65,989613.5,Yes
wioWZCKFgp,USA,Adventure,418519,2.39,566575.67,Yes
aYDgPsdyPW,China,Nature,835871,2.99,398946.55,Yes
ZgnkWOOjMT,Egypt,Adventure,266911,1.54,204480.24,Yes
iEQZHPrIRp,China,Cultural,337698,3.86,5767.1,Yes
KkopZUxDcc,Brazil,Beach,215152,3.8,516786.65,Yes
WXDfFMARCH,China,Beach,455202,4.96,438745.05,Yes
HZunbgfprG,China,Nature,491990,3.5,157076.73,No
YafahjpLHq,Australia,Beach,793332,3.75,152675.64,No
fWQPJzfsAn,France,Historical,788822,1.37,247584.08,No
LIoylFzEBZ,India,Cultural,751196,4.75,829066.52,Yes
SLKlUatzkA,Australia,Adventure,421547,4.58,870930.07,No
RpuKuKBYAP,Australia,Cultural,640176,2.99,695423.94,Yes
aKtdvCZXPY,Egypt,Urban,682259,2.76,432738.48,Yes
GellxlCome,Brazil,Urban,819086,3.82,856681.39,Yes
KEXlqChWoH,USA,Cultural,541137,3.63,911741.19,Yes
MewpoDhgIj,Brazil,Nature,14897,4.4,745258.43,No
yhimDaykRj,France,Cultural,973192,1.6,554075.0,No
sdQxUvEFfT,France,Urban,284453,3.37,732088.64,No
YdKmgtrlPs,Australia,Adventure,92219,2.03,68427.4,No
ovLrTkpibi,Egypt,Urban,420812,2.71,194590.66,No
MpSkqFhbGF,India,Beach,431236,2.57,928903.38,Yes
OYAspNqGpm,India,Historical,462209,4.05,518607.28,Yes
RFyhxOxwMN,India,Historical,951610,2.08,140054.7,Yes
rNmKFKiRYH,USA,Nature,392948,4.61,613806.74,No
oKNiGwLNMh,USA,Historical,201373,4.37,412589.94,Yes
qUQWuAaayV,Brazil,Cultural,333160,2.91,9539.17,No
iEpMccwGPj,France,Cultural,344515,3.29,699647.93,No
hXhgtKSTtt,USA,Historical,712992,2.31,825769.18,No
PDLdIsYyeN,India,Urban,517242,2.63,341004.26,No
ITnMctxDMU,China,Urban,220073,2.57,258249.45,No
ClzXbDGLil,China,Urban,369344,3.41,909188.8,No
jxjnxDleQa,USA,Nature,477321,1.49,699623.27,Yes
OpIXBCRHun,India,Cultural,149452,1.14,14205.15,No
NyOULyrhJJ,India,Historical,734961,2.12,304560.75,No
meuBaTEEFe,India,Cultural,23007,1.06,476974.26,No
eKIAIborjQ,Australia,Nature,556368,1.41,362956.83,Yes
KVnTYYfZMF,USA,Adventure,926846,4.25,172010.37,No
RXOwZjMeoF,Egypt,Adventure,430160,3.62,207412.56,No
aNNAKRCbNp,China,Cultural,333046,4.3,808233.35,Yes
bWFXeeRBmN,India,Urban,35589,3.7,602413.49,Yes
YEfJsDdZUP,USA,Beach,855059,3.59,287703.56,No
VCCAMcqnNz,USA,Beach,454055,3.54,31884.86,Yes
xDJZyHTxrA,India,Beach,295295,4.12,805511.14,No
DqPZGnSHjx,USA,Urban,62687,2.43,817481.5,No
yAYUAsHndY,Brazil,Cultural,596994,3.15,894016.36,No
tMFCjtHFUt,Brazil,Historical,465677,3.83,35877.41,No
jreoEGKGNn,Australia,Adventure,493590,3.81,979961.13,No
AnzUXFfrCY,Brazil,Adventure,220763,3.25,911724.08,Yes
iwMwxTYwPt,France,Cultural,277477,4.17,64768.56,No
UiTmPAOviV,China,Historical,551162,3.43,732306.07,Yes
VjlUeNcscW,India,Cultural,115209,4.6,499530.4,No
FzYtEGqCGN,France,Historical,398796,2.77,57804.71,No
YaOQzuzReE,India,Adventure,162240,4.15,518995.46,Yes
gPaqXqXDxp,France,Nature,117776,2.14,431666.87,No
lqcPwxZDJJ,France,Nature,284067,4.98,993491.38,No
OMLFvEMRSP,India,Beach,826159,3.86,20726.83,No
yAuxAaIXgd,USA,Cultural,354335,3.02,955777.49,No
mNHxevRBqt,India,Urban,297631,1.3,333680.11,No
qicyYFDJvp,USA,Historical,678225,3.99,699241.14,No
LvuXIbfYag,USA,Adventure,764953,3.46,581791.6,No
xAEfLlGLxL,Egypt,Beach,380232,4.01,298511.7,Yes
sShmoIyHDB,USA,Historical,124511,3.6,232200.95,No
XERYRdviCF,USA,Adventure,651770,4.32,440590.11,Yes
iupkvYmSSq,Brazil,Adventure,773726,4.4,300891.55,Yes
XKuXyezoTY,Brazil,Nature,205152,2.51,935817.05,Yes
HtnAOxWXtW,France,Nature,739856,2.94,173027.03,Yes
AyZmJUXgHq,Egypt,Cultural,236478,1.6,726281.66,No
jccyzEXavA,Australia,Urban,685568,2.84,946488.45,Yes
VScVippYLW,USA,Cultural,968954,4.89,789239.67,No
mdIqNFRVyK,Australia,Beach,60657,3.92,656906.47,No
JbUMnCZvfc,Australia,Adventure,379001,2.98,328675.35,No
gaGjdrCPzB,USA,Adventure,823618,2.38,515556.84,Yes
ApnhlIoWcF,France,Adventure,728238,2.62,836089.6,No
QFjRninxSK,Brazil,Urban,443053,1.16,200003.41,Yes
ctiduJQRSi,India,Adventure,387294,2.15,33301.99,Yes
EkLlgyiVwc,France,Beach,290268,1.0,173358.73,No
WdyHGTCJlZ,Brazil,Adventure,562796,3.35,63324.84,Yes
eOargZNdhZ,India,Adventure,900136,2.79,112338.0,Yes
kRIfHTkwOb,France,Beach,914858,1.36,254945.79,Yes
DqguUponDj,Brazil,Beach,31024,1.83,317563.24,No
sQNGNjnqeF,France,Nature,851887,4.02,125725.7,Yes
PPMSduvcDk,France,Adventure,66500,2.33,134840.95,Yes
iTidzuHqgV,Brazil,Beach,524261,3.02,339909.64,Yes
EXEpOmckZR,France,Urban,469117,4.26,924592.49,No
YWZBWoBIzj,China,Nature,999982,3.0,656615.31,No
wteJVDZMOw,Brazil,Beach,737293,3.84,481696.37,Yes
njUvtQbfVr,India,Urban,730704,1.23,867209.19,Yes
JBBrqDccHI,France,Nature,288323,4.15,4282.14,Yes
SZooNVHdZa,Australia,Historical,185275,3.98,63145.97,No
lajbxFPDXc,France,Cultural,115185,3.8,727760.94,No
fIagLSUxga,USA,Historical,780845,3.44,737730.79,Yes
llxrnhmmDz,USA,Urban,970736,1.71,241610.14,Yes
BDBvPGrSap,China,Cultural,511741,3.15,88297.13,No
jetIQwTyKc,China,Historical,669253,4.39,732668.04,Yes
ZDzsredVwb,India,Historical,709379,2.64,405341.11,Yes
EPtPOASMBa,Australia,Beach,971704,1.63,413736.02,No
anvdbSVwFp,Australia,Urban,246692,1.14,662778.77,No
vLbwrGGFQg,China,Nature,119999,1.05,202611.69,No
TDFSfoFjTv,USA,Beach,156800,4.65,612597.4,Yes
hIYAFRZMyB,Egypt,Urban,978073,1.33,836827.04,Yes
yEqKjTUiMj,France,Historical,879425,2.36,473801.64,Yes
BHbAXyaDMo,Brazil,Beach,75179,1.56,80886.12,No
BDUYaPoSKk,Brazil,Historical,461873,1.43,326917.61,Yes
dlHWpvgNTK,Egypt,Urban,654825,4.49,937583.38,Yes
IsWwcKjPDz,Brazil,Adventure,323231,3.87,761163.54,No
FUcwaesXIO,Australia,Cultural,424578,1.45,19547.22,Yes
NxLBYORUwX,France,Urban,853240,1.81,158875.61,No
sYZabTAgBG,China,Cultural,50389,2.99,922635.57,Yes
CsIqcxYXqU,Australia,Adventure,441325,3.92,969846.69,Yes
BUxWzWpoVf,Brazil,Urban,771892,4.52,36817.04,No
PdkwudRyLk,Egypt,Cultural,727626,2.04,758004.64,Yes
lhjqXLUQXs,India,Historical,444147,4.95,82262.89,No
UOwCFfPHYO,India,Urban,324799,1.65,269974.23,Yes
DioGhJqxLu,France,Historical,573758,1.37,831280.95,Yes
PUTZziaWSJ,Brazil,Cultural,428009,4.37,124129.16,Yes
UrlWeipaXB,Egypt,Urban,802383,1.94,155964.97,Yes
iSoosLxxMj,India,Beach,683949,4.84,14351.71,Yes
CjjyasebMy,China,Urban,129423,4.54,966644.18,Yes
ytJuOLyQGd,Egypt,Historical,896083,1.16,161834.2,No
UmdYFLSsKC,India,Adventure,701598,2.41,981029.63,Yes
BrbQNsUpqS,Brazil,Nature,183727,2.19,960605.43,No
QNuxIscXRg,France,Beach,543579,3.55,261049.23,No
qVHXceOEaR,India,Historical,740198,4.56,698112.88,Yes
YTKaMoqIRK,Australia,Historical,97995,1.75,331282.37,No
VYLOQuHSLl,USA,Nature,918460,2.1,27470.47,Yes
JUfDLAZbum,Australia,Adventure,873382,1.81,378588.28,No
wZYUnsVhbE,India,Nature,579466,4.85,364858.07,Yes
BtrqpXPvLB,Egypt,Historical,19167,4.19,130883.84,Yes
uuTvrNqCGr,Egypt,Adventure,155106,2.3,929408.65,No
pgtDYrUbqV,China,Cultural,139572,3.63,668790.4,No
aGAhwDPdWo,USA,Cultural,279556,3.85,622314.5,No
cODYFDpRNT,China,Urban,458439,2.71,737517.6,No
SrDxQRSAAp,Egypt,Adventure,95118,3.49,380419.45,Yes
jXVvCORLya,India,Historical,864078,4.7,152885.22,Yes
PCzCHCnwPt,USA,Urban,904098,1.29,782291.98,No
rfchMzBxHl,Egypt,Adventure,48716,4.46,301664.62,Yes
pmcWuhQPHX,Brazil,Historical,855994,1.25,45967.54,No
VOyDvnvbwf,China,Cultural,967941,1.47,427819.58,No
vTdMcfFVJn,China,Historical,380990,1.45,863839.5,Yes
DkwugogIWU,Australia,Urban,65628,3.51,206657.92,Yes
kmGxEWOSEu,Australia,Historical,799475,2.26,957831.69,Yes
glQlbLrMuv,Egypt,Adventure,599447,2.09,982888.12,Yes
ZGRwbVsUuy,Brazil,Adventure,441766,1.01,498164.32,No
lkpfpbBMKn,India,Urban,508523,1.82,569633.76,No
KRpiPPiPgV,France,Beach,110175,3.11,117865.03,Yes
tJQPqIkxpz,France,Adventure,19293,3.75,34564.92,Yes
vrPVgQgKpG,India,Adventure,527020,3.05,158426.61,Yes
AMSgglMalZ,USA,Adventure,735517,3.74,289312.7,Yes
pRsaflkkWN,Egypt,Urban,834139,3.51,387209.7,Yes
vBiJuHpugP,India,Nature,336428,2.11,142628.1,No
imUthmdaMN,Australia,Adventure,877375,4.77,20123.54,No
MnPCcgjmVO,USA,Nature,537378,2.5,933996.75,No
npupyNQVJc,USA,Urban,292411,3.21,290136.67,No
rMXHGVDAwB,Brazil,Urban,581601,3.92,201737.24,No
VeFWLPDgMn,India,Adventure,653150,2.0,28119.29,Yes
fWdTfCofsk,USA,Nature,681998,1.01,519344.37,Yes
KXbaBWNQWY,China,Urban,995227,1.53,560754.44,Yes
PpIKyEZAme,China,Urban,221393,2.68,690997.39,No
CKPTxhMqNt,India,Adventure,148842,3.8,560704.64,No
DNnaXyeCav,France,Historical,411494,3.33,922649.68,No
RCPWlVsGMg,Brazil,Adventure,184187,1.87,777983.64,No
wzgxOYCUVm,Egypt,Urban,911115,2.74,467216.33,No
amIqcMSeSu,France,Nature,980455,3.63,78395.93,Yes
GRmTRwRfQT,India,Nature,168559,4.73,634391.12,Yes
kaWcjqOsyI,Australia,Cultural,610794,4.58,247337.93,Yes
vCxljhBcSH,Australia,Beach,542614,2.88,739801.34,Yes
HtQMowuYFt,France,Urban,37540,1.95,803043.78,Yes
mvPfDBjiUr,Brazil,Beach,89139,2.25,984262.85,Yes
gsmnfHaRbk,India,Beach,151892,1.67,752309.43,Yes
NsLbzifGPK,India,Historical,967584,1.05,620843.07,Yes
VsOYdfjoKZ,India,Adventure,723741,3.22,667135.24,No
vgqDGXqkxf,India,Cultural,98624,1.18,345807.0,No
lKlJAqnuBL,USA,Cultural,312101,1.19,947708.31,Yes
VvPohQjsCH,USA,Cultural,858369,1.25,947800.26,No
kzEihdKJMo,Australia,Urban,729647,2.31,326421.33,Yes
KqZjXzCqyY,China,Beach,57862,1.42,61629.44,No
vCorMiSFcE,France,Adventure,84083,2.76,536982.52,Yes
vGQxiLquzB,Egypt,Urban,493833,1.92,233406.35,No
hBQqABqlYk,Egypt,Historical,249372,1.56,119799.09,No
iRdqiLIbAZ,Australia,Cultural,43648,3.48,47233.78,Yes
rcxYyHhOpc,India,Adventure,866690,1.08,716678.18,Yes
IlWcuMLess,Brazil,Historical,459718,4.56,863451.03,No
NRrPnNOYMm,Australia,Nature,954940,3.3,624728.83,Yes
kTkaDRtGpf,Egypt,Adventure,865269,4.02,397104.09,No
EEoCtRrkCs,France,Urban,637659,2.94,126061.33,Yes
QebTkfVfvl,Australia,Nature,139058,4.85,796437.1,Yes
eaVwhJeBoF,France,Historical,57114,4.35,383067.53,No
dOmKAEYctP,Brazil,Nature,964827,4.62,291597.49,Yes
ibOmlWZOdc,China,Adventure,351516,3.12,183280.67,No
BlJNjUrHum,Egypt,Cultural,596261,2.51,499821.59,No
oopFRutfta,Brazil,Nature,374988,1.71,98222.32,Yes
CxitQGnoPV,Brazil,Urban,822664,3.32,879484.69,No
cCrUNzaZFm,India,Urban,793054,1.51,936126.13,Yes
MWOyLGYFMS,Egypt,Beach,300097,3.23,58065.22,Yes
tGbIJggwoE,Australia,Urban,274180,1.19,945581.41,No
rrsTARrOpE,Egypt,Adventure,96242,3.13,511552.79,No
eHkXUwrMVW,France,Urban,182063,3.99,57844.82,No
CbCqwWQUYO,Australia,Beach,798062,1.61,288716.51,Yes
krPKlrFJUh,China,Beach,241369,3.83,904612.14,No
oUaADMaerM,India,Beach,441398,2.91,568496.85,No
ekMeYtVYiY,India,Cultural,600002,3.76,858321.45,No
JRciMsquaY,France,Adventure,169456,3.8,117109.4,Yes
qCifjfexUB,USA,Beach,844512,3.59,177977.23,No
NtXrOGdUQA,Egypt,Adventure,932411,4.86,800200.36,No
oNkqALLGEU,India,Nature,694395,3.47,997366.81,No
KJwQHemKpV,Brazil,Historical,395896,4.34,17989.26,Yes
oNehxAqGtl,China,Adventure,123170,2.38,170615.77,No
FOrAKwshvN,USA,Beach,960570,2.98,521872.28,Yes
rPyoJHcbnQ,Brazil,Historical,611044,2.19,72231.13,No
QCyNnFAgoX,Brazil,Nature,864340,3.5,621419.0,Yes
